date,open,high,low,close,volume,year,month,day,day_of_week,quarter
2024-06-08,3677.4,3707.5,3669.64,3680.95,0,2024,6,8,5,2
2024-06-07,3811.67,3838.45,3615.28,3678.63,0,2024,6,7,4,2
2024-06-06,3864.26,3878.05,3761.78,3811.61,0,2024,6,6,3,2
2024-06-05,3812.56,3887.49,3778.66,3864.26,0,2024,6,5,2,2
2024-06-04,3766.48,3831.36,3738.13,3812.52,0,2024,6,4,1,2
2024-06-03,3780.85,3848.6,3758.92,3766.39,0,2024,6,3,0,2
2024-06-02,3813.28,3834.91,3752.41,3780.9,0,2024,6,2,6,2
2024-06-01,3759.88,3829.29,3749.84,3813.2,0,2024,6,1,5,2
2024-05-31,3746.86,3843.86,3723.84,3760.03,0,2024,5,31,4,2
2024-05-30,3763.36,3823.64,3702.26,3746.85,0,2024,5,30,3,2
2024-05-29,3840.24,3880.65,3742.04,3763.2,0,2024,5,29,2,2
2024-05-28,3892.1,3924.9,3771.21,3840.26,0,2024,5,28,1,2
2024-05-27,3826.13,3973.56,3821.93,3892.01,0,2024,5,27,0,2
2024-05-26,3749.18,3879.47,3732.02,3825.9,0,2024,5,26,6,2
2024-05-25,3726.98,3776.01,3710.53,3749.24,0,2024,5,25,5,2
2024-05-24,3776.99,3825.12,3631.99,3726.93,0,2024,5,24,4,2
2024-05-23,3737.18,3943.55,3552.64,3776.93,0,2024,5,23,3,2
2024-05-22,3789.37,3810.95,3655.08,3737.22,0,2024,5,22,2,2
2024-05-21,3663.01,3837.37,3628.1,3789.31,0,2024,5,21,1,2
2024-05-20,3071.86,3690.81,3050.3,3663.86,0,2024,5,20,0,2
2024-05-19,3122.82,3137.15,3056.75,3071.84,0,2024,5,19,6,2
2024-05-18,3094.55,3146.79,3087.7,3122.95,0,2024,5,18,5,2
2024-05-17,2945.14,3120.3,2934.11,3094.12,0,2024,5,17,4,2
2024-05-16,3036.01,3041.81,2925.09,2945.13,0,2024,5,16,3,2
2024-05-15,2881.22,3041.6,2864.74,3037.06,0,2024,5,15,2,2
2024-05-14,2949.21,2959.55,2863.55,2881.16,0,2024,5,14,1,2
2024-05-13,2928.81,2994.87,2865.13,2949.36,0,2024,5,13,0,2
2024-05-12,2911.66,2953.05,2902.2,2928.7,0,2024,5,12,6,2
2024-05-11,2909.85,2942.18,2888.08,2911.6,0,2024,5,11,5,2
2024-05-10,3036.23,3052.73,2881.0,2909.79,0,2024,5,10,4,2
2024-05-09,2973.97,3057.96,2951.22,3036.02,0,2024,5,9,3,2
2024-05-08,3006.32,3037.2,2938.47,2973.66,0,2024,5,8,2,2
2024-05-07,3062.75,3129.08,3003.01,3006.58,0,2024,5,7,1,2
2024-05-06,3137.51,3220.15,3048.24,3062.73,0,2024,5,6,0,2
2024-05-05,3117.64,3170.06,3075.59,3137.25,0,2024,5,5,6,2
2024-05-04,3103.62,3167.54,3096.27,3117.58,0,2024,5,4,5,2
2024-05-03,2988.13,3127.16,2960.18,3103.54,0,2024,5,3,4,2
2024-05-02,2969.79,3015.05,2894.33,2988.17,0,2024,5,2,3,2
2024-05-01,3011.02,3020.17,2815.92,2969.78,0,2024,5,1,2,2
2024-04-30,3215.38,3249.38,2918.23,3012.29,0,2024,4,30,1,2
2024-04-29,3262.34,3285.47,3116.2,3215.43,0,2024,4,29,0,2
2024-04-28,3252.25,3351.18,3249.15,3262.77,0,2024,4,28,6,2
2024-04-27,3129.73,3279.45,3071.34,3252.17,0,2024,4,27,5,2
2024-04-26,3156.38,3166.19,3103.1,3130.16,0,2024,4,26,4,2
2024-04-25,3139.62,3190.98,3074.8,3156.51,0,2024,4,25,3,2
2024-04-24,3219.96,3292.92,3105.98,3139.81,0,2024,4,24,2,2
2024-04-23,3201.59,3264.42,3154.59,3219.91,0,2024,4,23,1,2
2024-04-22,3147.66,3236.66,3131.37,3201.65,0,2024,4,22,0,2
2024-04-21,3157.57,3197.51,3119.55,3147.29,0,2024,4,21,6,2
2024-04-20,3059.48,3170.67,3021.78,3157.63,0,2024,4,20,5,2
2024-04-19,3065.95,3127.11,2868.8,3059.28,0,2024,4,19,4,2
2024-04-18,2984.71,3094.84,2956.13,3066.03,0,2024,4,18,3,2
2024-04-17,3084.92,3123.67,2918.55,2984.73,0,2024,4,17,2,2
2024-04-16,3101.14,3127.16,2997.75,3084.92,0,2024,4,16,1,2
2024-04-15,3156.83,3277.56,3026.54,3101.6,0,2024,4,15,0,2
2024-04-14,3005.55,3174.67,2914.42,3156.94,0,2024,4,14,6,2
2024-04-13,3242.94,3299.66,2862.39,3004.9,0,2024,4,13,5,2
2024-04-12,3505.33,3552.59,3103.43,3243.03,0,2024,4,12,4,2
2024-04-11,3543.45,3616.19,3477.17,3505.25,0,2024,4,11,3,2
2024-04-10,3505.16,3561.52,3415.18,3543.74,0,2024,4,10,2,2
2024-04-09,3695.34,3724.92,3455.11,3505.16,0,2024,4,9,1,2
2024-04-08,3453.5,3727.62,3409.51,3695.29,0,2024,4,8,0,2
2024-04-07,3354.21,3458.51,3346.11,3453.49,0,2024,4,7,6,2
2024-04-06,3318.86,3397.59,3308.98,3354.18,0,2024,4,6,5,2
2024-04-05,3330.01,3345.67,3214.24,3318.89,0,2024,4,5,4,2
2024-04-04,3311.5,3443.21,3253.32,3330.04,0,2024,4,4,3,2
2024-04-03,3277.32,3368.11,3205.65,3311.44,0,2024,4,3,2,2
2024-04-02,3504.82,3506.96,3215.99,3277.23,0,2024,4,2,1,2
2024-04-01,3647.82,3648.13,3418.7,3505.03,0,2024,4,1,0,2
2024-03-31,3507.95,3655.22,3507.24,3647.86,0,2024,3,31,6,1
2024-03-30,3511.83,3566.08,3489.9,3507.94,0,2024,3,30,5,1
2024-03-29,3561.01,3583.7,3475.73,3511.81,0,2024,3,29,4,1
2024-03-28,3500.22,3609.71,3465.33,3561.29,0,2024,3,28,3,1
2024-03-27,3587.31,3664.38,3460.39,3500.12,0,2024,3,27,2,1
2024-03-26,3591.09,3678.79,3545.43,3587.5,0,2024,3,26,1,1
2024-03-25,3454.89,3657.12,3421.79,3590.88,0,2024,3,25,0,1
2024-03-24,3336.67,3470.34,3301.28,3454.64,0,2024,3,24,6,1
2024-03-23,3335.59,3433.76,3273.12,3336.59,0,2024,3,23,5,1
2024-03-22,3492.9,3541.9,3254.97,3333.69,0,2024,3,22,4,1
2024-03-21,3514.02,3586.91,3412.22,3492.99,0,2024,3,21,3,1
2024-03-20,3158.4,3534.83,3059.65,3513.39,0,2024,3,20,2,1
2024-03-19,3518.35,3546.58,3149.29,3157.62,0,2024,3,19,1,1
2024-03-18,3642.3,3642.5,3456.09,3517.99,0,2024,3,18,0,1
2024-03-17,3523.03,3676.26,3414.17,3642.41,0,2024,3,17,6,1
2024-03-16,3736.1,3780.89,3468.08,3522.86,0,2024,3,16,5,1
2024-03-15,3882.86,3928.78,3571.77,3735.22,0,2024,3,15,4,1
2024-03-14,4005.75,4011.1,3721.79,3883.14,0,2024,3,14,3,1
2024-03-13,3980.27,4083.01,3936.63,4006.46,0,2024,3,13,2,1
2024-03-12,4066.69,4092.28,3831.89,3980.27,0,2024,3,12,1,1
2024-03-11,3881.24,4087.05,3745.13,4066.45,0,2024,3,11,0,1
2024-03-10,3915.59,3968.72,3800.56,3881.19,0,2024,3,10,6,1
2024-03-09,3892.12,3950.4,3880.66,3915.42,0,2024,3,9,5,1
2024-03-08,3874.83,3998.83,3828.36,3892.06,0,2024,3,8,4,1
2024-03-07,3818.31,3939.59,3738.69,3874.35,0,2024,3,7,3,1
2024-03-06,3554.07,3901.43,3502.8,3819.23,0,2024,3,6,2,1
2024-03-05,3631.93,3828.16,3224.12,3554.96,0,2024,3,5,1,1
2024-03-04,3489.34,3641.46,3446.02,3630.43,0,2024,3,4,0,1
2024-03-03,3422.88,3491.17,3372.21,3490.99,0,2024,3,3,6,1
2024-03-02,3436.16,3459.75,3398.9,3422.05,0,2024,3,2,5,1
2024-03-01,3341.97,3452.63,3341.85,3435.05,0,2024,3,1,4,1
2024-02-29,3386.8,3518.97,3303.91,3341.92,0,2024,2,29,3,1
2024-02-28,3243.89,3485.45,3201.58,3385.7,0,2024,2,28,2,1
2024-02-27,3178.41,3287.96,3167.83,3244.52,0,2024,2,27,1,1
2024-02-26,3112.53,3197.38,3037.95,3178.99,0,2024,2,26,0,1
2024-02-25,2992.37,3117.43,2984.39,3112.7,0,2024,2,25,6,1
2024-02-24,2921.96,3003.2,2907.7,2992.39,0,2024,2,24,5,1
2024-02-23,2970.14,2991.33,2906.58,2921.66,0,2024,2,23,4,1
2024-02-22,2969.6,3030.67,2907.11,2971.01,0,2024,2,22,3,1
2024-02-21,3015.65,3017.19,2875.42,2970.36,0,2024,2,21,2,1
2024-02-20,2944.11,3031.52,2879.9,3013.5,0,2024,2,20,1,1
2024-02-19,2881.3,2983.37,2860.26,2943.57,0,2024,2,19,0,1
2024-02-18,2786.71,2892.84,2767.91,2879.0,0,2024,2,18,6,1
2024-02-17,2803.74,2805.13,2724.39,2786.67,0,2024,2,17,5,1
2024-02-16,2825.48,2858.45,2760.33,2803.69,0,2024,2,16,4,1
2024-02-15,2777.6,2865.85,2764.01,2824.38,0,2024,2,15,3,1
2024-02-14,2641.69,2786.89,2621.03,2777.9,0,2024,2,14,2,1
2024-02-13,2659.59,2686.46,2599.17,2642.19,0,2024,2,13,1,1
2024-02-12,2507.58,2663.84,2473.81,2658.12,0,2024,2,12,0,1
2024-02-11,2501.13,2537.68,2495.21,2507.57,0,2024,2,11,6,1
2024-02-10,2487.65,2516.72,2475.86,2501.23,0,2024,2,10,5,1
2024-02-09,2419.77,2522.72,2419.36,2487.52,0,2024,2,9,4,1
2024-02-08,2424.08,2459.56,2414.75,2419.91,0,2024,2,8,3,1
2024-02-07,2372.26,2442.64,2353.71,2423.75,0,2024,2,7,2,1
2024-02-06,2298.96,2389.83,2296.79,2372.2,0,2024,2,6,1,1
2024-02-05,2289.21,2334.68,2270.07,2298.89,0,2024,2,5,0,1
2024-02-04,2296.12,2309.01,2272.3,2289.55,0,2024,2,4,6,1
2024-02-03,2307.98,2327.35,2293.54,2296.04,0,2024,2,3,5,1
2024-02-02,2303.71,2323.05,2282.23,2308.04,0,2024,2,2,4,1
2024-02-01,2282.18,2309.84,2243.57,2303.82,0,2024,2,1,3,1
2024-01-31,2343.56,2349.61,2264.44,2282.54,0,2024,1,31,2,1
2024-01-30,2317.44,2388.87,2298.28,2344.49,0,2024,1,30,1,1
2024-01-29,2257.0,2320.03,2237.71,2317.06,0,2024,1,29,0,1
2024-01-28,2268.19,2306.9,2242.68,2257.21,0,2024,1,28,6,1
2024-01-27,2267.32,2282.54,2252.39,2267.89,0,2024,1,27,5,1
2024-01-26,2217.44,2280.38,2196.14,2267.2,0,2024,1,26,4,1
2024-01-25,2233.97,2240.38,2173.69,2217.71,0,2024,1,25,3,1
2024-01-24,2241.75,2261.38,2197.66,2233.56,0,2024,1,24,2,1
2024-01-23,2310.95,2348.03,2167.28,2240.69,0,2024,1,23,1,1
2024-01-22,2454.99,2463.45,2303.5,2310.83,0,2024,1,22,0,1
2024-01-21,2469.8,2479.76,2452.38,2453.91,0,2024,1,21,6,1
2024-01-20,2489.85,2489.85,2456.1,2469.59,0,2024,1,20,5,1
2024-01-19,2468.69,2501.31,2414.71,2489.5,0,2024,1,19,4,1
2024-01-18,2528.59,2546.26,2426.14,2467.02,0,2024,1,18,3,1
2024-01-17,2587.04,2592.74,2508.43,2528.37,0,2024,1,17,2,1
2024-01-16,2510.63,2613.57,2500.0,2587.69,0,2024,1,16,1,1
2024-01-15,2471.67,2550.77,2470.82,2511.36,0,2024,1,15,0,1
2024-01-14,2578.0,2578.33,2470.42,2472.24,0,2024,1,14,6,1
2024-01-13,2522.93,2589.08,2498.59,2576.6,0,2024,1,13,5,1
2024-01-12,2619.18,2710.42,2460.93,2524.46,0,2024,1,12,4,1
2024-01-11,2584.17,2687.78,2567.99,2619.62,0,2024,1,11,3,1
2024-01-10,2344.92,2626.98,2341.94,2582.1,0,2024,1,10,2,1
2024-01-09,2332.87,2369.64,2243.22,2344.83,0,2024,1,9,1,1
2024-01-08,2222.86,2358.82,2171.99,2333.03,0,2024,1,8,0,1
2024-01-07,2242.01,2257.13,2211.56,2222.87,0,2024,1,7,6,1
2024-01-06,2269.54,2271.36,2219.78,2241.62,0,2024,1,6,5,1
2024-01-05,2269.41,2276.76,2209.54,2268.65,0,2024,1,5,4,1
2024-01-04,2210.53,2294.61,2204.87,2269.04,0,2024,1,4,3,1
2024-01-03,2355.98,2385.12,2113.93,2210.76,0,2024,1,3,2,1
2024-01-02,2352.59,2431.21,2348.89,2355.84,0,2024,1,2,1,1
2024-01-01,2282.87,2352.33,2267.02,2352.33,0,2024,1,1,0,1
2023-12-31,2291.95,2318.51,2261.39,2281.47,0,2023,12,31,6,4
2023-12-30,2300.4,2322.02,2270.01,2292.07,0,2023,12,30,5,4
2023-12-29,2346.84,2386.0,2262.98,2300.69,0,2023,12,29,4,4
2023-12-28,2380.2,2445.02,2338.7,2347.57,0,2023,12,28,3,4
2023-12-27,2231.39,2392.61,2215.14,2378.74,0,2023,12,27,2,4
2023-12-26,2272.22,2274.56,2180.23,2231.47,0,2023,12,26,1,4
2023-12-25,2265.34,2303.55,2254.57,2272.56,0,2023,12,25,0,4
2023-12-24,2309.63,2325.71,2249.98,2265.69,0,2023,12,24,6,4
2023-12-23,2326.72,2332.07,2270.43,2309.05,0,2023,12,23,5,4
2023-12-22,2239.6,2341.95,2233.53,2326.52,0,2023,12,22,4,4
2023-12-21,2201.79,2278.12,2184.86,2239.54,0,2023,12,21,3,4
2023-12-20,2177.24,2263.33,2161.22,2201.91,0,2023,12,20,2,4
2023-12-19,2218.24,2253.35,2139.72,2177.87,0,2023,12,19,1,4
2023-12-18,2195.34,2222.02,2120.13,2217.27,0,2023,12,18,0,4
2023-12-17,2226.89,2244.37,2195.76,2196.48,0,2023,12,17,6,4
2023-12-16,2220.42,2260.81,2213.55,2226.93,0,2023,12,16,5,4
2023-12-15,2316.11,2316.89,2214.26,2219.34,0,2023,12,15,4,4
2023-12-14,2260.74,2331.6,2239.37,2316.58,0,2023,12,14,3,4
2023-12-13,2202.6,2283.1,2150.75,2260.65,0,2023,12,13,2,4
2023-12-12,2224.39,2242.55,2166.77,2202.04,0,2023,12,12,1,4
2023-12-11,2352.5,2354.91,2160.36,2224.58,0,2023,12,11,0,4
2023-12-10,2341.44,2376.75,2323.41,2352.46,0,2023,12,10,6,4
2023-12-09,2358.69,2401.76,2331.67,2341.18,0,2023,12,9,5,4
2023-12-08,2357.17,2387.51,2340.92,2358.73,0,2023,12,8,4,4
2023-12-07,2233.22,2380.73,2225.05,2357.58,0,2023,12,7,3,4
2023-12-06,2293.63,2310.71,2225.08,2231.66,0,2023,12,6,2,4
2023-12-05,2243.09,2306.57,2191.18,2293.84,0,2023,12,5,1,4
2023-12-04,2193.66,2273.07,2193.01,2243.22,0,2023,12,4,0,4
2023-12-03,2165.9,2213.18,2151.72,2193.69,0,2023,12,3,6,4
2023-12-02,2087.66,2182.82,2087.41,2165.7,0,2023,12,2,5,4
2023-12-01,2052.1,2109.32,2046.56,2087.14,0,2023,12,1,4,4
2023-11-30,2029.36,2054.44,2022.46,2052.56,0,2023,11,30,3,4
2023-11-29,2049.19,2071.99,2020.76,2029.93,0,2023,11,29,2,4
2023-11-28,2027.52,2074.95,1996.81,2049.34,0,2023,11,28,1,4
2023-11-27,2062.39,2070.61,1988.12,2027.42,0,2023,11,27,0,4
2023-11-26,2084.18,2094.1,2038.6,2063.29,0,2023,11,26,6,4
2023-11-25,2081.3,2091.34,2067.92,2084.41,0,2023,11,25,5,4
2023-11-24,2062.41,2132.48,2061.0,2081.15,0,2023,11,24,4,4
2023-11-23,2063.91,2088.03,2041.46,2062.21,0,2023,11,23,3,4
2023-11-22,1933.58,2089.51,1933.16,2064.43,0,2023,11,22,2,4
2023-11-21,2022.22,2035.04,1937.07,1937.07,0,2023,11,21,1,4
2023-11-20,2011.85,2066.41,1996.04,2022.24,0,2023,11,20,0,4
2023-11-19,1963.18,2015.63,1944.9,2013.2,0,2023,11,19,6,4
2023-11-18,1961.67,1971.46,1921.06,1963.29,0,2023,11,18,5,4
2023-11-17,1961.87,1990.05,1910.45,1961.28,0,2023,11,17,4,4
2023-11-16,2059.97,2088.66,1940.57,1960.88,0,2023,11,16,3,4
2023-11-15,1979.47,2061.99,1968.77,2060.41,0,2023,11,15,2,4
2023-11-14,2054.77,2065.07,1939.28,1979.05,0,2023,11,14,1,4
2023-11-13,2045.35,2116.01,2031.95,2055.27,0,2023,11,13,0,4
2023-11-12,2053.12,2066.0,2019.03,2045.19,0,2023,11,12,6,4
2023-11-11,2078.06,2089.53,2035.08,2052.71,0,2023,11,11,5,4
2023-11-10,2121.07,2134.69,2068.13,2078.29,0,2023,11,10,4,4
2023-11-09,1888.94,2130.89,1884.2,2120.56,0,2023,11,9,3,4
2023-11-08,1887.12,1904.55,1874.55,1889.32,0,2023,11,8,2,4
2023-11-07,1900.6,1907.56,1852.79,1888.12,0,2023,11,7,1,4
2023-11-06,1894.03,1914.58,1871.97,1899.84,0,2023,11,6,0,4
2023-11-05,1857.4,1911.61,1848.62,1894.16,0,2023,11,5,6,4
2023-11-04,1833.37,1867.26,1825.74,1857.7,0,2023,11,4,5,4
2023-11-03,1800.92,1835.07,1779.64,1832.8,0,2023,11,3,4,4
2023-11-02,1847.26,1873.89,1790.11,1800.62,0,2023,11,2,3,4
2023-11-01,1815.87,1858.31,1786.41,1847.09,0,2023,11,1,2,4
2023-10-31,1810.13,1819.97,1784.57,1816.46,0,2023,10,31,1,4
2023-10-30,1795.59,1829.25,1779.36,1810.09,0,2023,10,30,0,4
2023-10-29,1776.56,1810.49,1766.05,1795.55,0,2023,10,29,6,4
2023-10-28,1780.08,1800.61,1773.44,1776.62,0,2023,10,28,5,4
2023-10-27,1803.79,1804.14,1751.44,1780.05,0,2023,10,27,4,4
2023-10-26,1787.48,1865.1,1764.01,1804.04,0,2023,10,26,3,4
2023-10-25,1784.91,1814.48,1762.15,1787.4,0,2023,10,25,2,4
2023-10-24,1766.01,1852.68,1758.69,1784.44,0,2023,10,24,1,4
2023-10-23,1674.85,1794.07,1663.45,1765.38,0,2023,10,23,0,4
2023-10-22,1629.3,1667.67,1623.98,1663.43,0,2023,10,22,6,4
2023-10-21,1604.82,1641.24,1593.45,1629.3,0,2023,10,21,5,4
2023-10-20,1567.57,1628.61,1562.3,1604.67,0,2023,10,20,4,4
2023-10-19,1563.96,1573.74,1543.59,1567.46,0,2023,10,19,3,4
2023-10-18,1565.38,1584.73,1556.74,1563.75,0,2023,10,18,2,4
2023-10-17,1600.64,1601.29,1554.4,1565.44,0,2023,10,17,1,4
2023-10-16,1558.31,1628.16,1555.99,1600.53,0,2023,10,16,0,4
2023-10-15,1555.08,1565.76,1550.55,1558.07,0,2023,10,15,6,4
2023-10-14,1552.26,1560.33,1545.74,1555.26,0,2023,10,14,5,4
2023-10-13,1539.43,1571.75,1537.92,1552.09,0,2023,10,13,4,4
2023-10-12,1566.36,1566.88,1523.24,1539.61,0,2023,10,12,3,4
2023-10-11,1567.68,1578.22,1548.98,1566.25,0,2023,10,11,2,4
2023-10-10,1580.11,1593.74,1553.03,1567.71,0,2023,10,10,1,4
2023-10-09,1633.45,1635.45,1553.01,1579.81,0,2023,10,9,0,4
2023-10-08,1634.66,1641.18,1618.19,1633.55,0,2023,10,8,6,4
2023-10-07,1645.81,1648.18,1631.16,1634.51,0,2023,10,7,5,4
2023-10-06,1611.37,1659.61,1611.37,1645.83,0,2023,10,6,4,4
2023-10-05,1647.79,1654.38,1609.85,1611.48,0,2023,10,5,3,4
2023-10-04,1656.74,1657.25,1629.43,1647.84,0,2023,10,4,2,4
2023-10-03,1662.89,1670.36,1644.5,1656.69,0,2023,10,3,1,4
2023-10-02,1732.98,1743.56,1646.08,1663.63,0,2023,10,2,0,4
2023-10-01,1671.16,1750.6,1670.08,1733.81,0,2023,10,1,6,4
2023-09-30,1667.83,1692.53,1666.56,1671.16,0,2023,9,30,5,3
2023-09-29,1653.0,1687.28,1648.66,1667.94,0,2023,9,29,4,3
2023-09-28,1597.67,1666.02,1597.29,1652.88,0,2023,9,28,3,3
2023-09-27,1593.11,1631.91,1585.37,1597.49,0,2023,9,27,2,3
2023-09-26,1588.02,1598.1,1580.17,1593.42,0,2023,9,26,1,3
2023-09-25,1580.75,1595.84,1565.03,1588.32,0,2023,9,25,0,3
2023-09-24,1593.83,1600.21,1576.78,1580.85,0,2023,9,24,6,3
2023-09-23,1593.21,1598.0,1588.33,1593.86,0,2023,9,23,5,3
2023-09-22,1584.0,1601.54,1579.1,1593.27,0,2023,9,22,4,3
2023-09-21,1622.59,1625.2,1573.31,1584.31,0,2023,9,21,3,3
2023-09-20,1643.5,1649.62,1610.42,1622.89,0,2023,9,20,2,3
2023-09-19,1637.31,1659.53,1628.41,1643.54,0,2023,9,19,1,3
2023-09-18,1623.08,1669.02,1609.96,1637.35,0,2023,9,18,0,3
2023-09-17,1635.2,1635.51,1616.78,1622.9,0,2023,9,17,6,3
2023-09-16,1641.45,1649.99,1632.58,1635.22,0,2023,9,16,5,3
2023-09-15,1626.87,1652.11,1613.25,1641.64,0,2023,9,15,4,3
2023-09-14,1608.03,1640.52,1607.74,1626.97,0,2023,9,14,3,3
2023-09-13,1592.89,1615.05,1582.22,1607.99,0,2023,9,13,2,3
2023-09-12,1551.5,1619.11,1549.49,1592.43,0,2023,9,12,1,3
2023-09-11,1616.77,1618.31,1533.43,1551.64,0,2023,9,11,0,3
2023-09-10,1635.21,1635.43,1604.04,1616.83,0,2023,9,10,6,3
2023-09-09,1636.05,1636.87,1629.66,1635.16,0,2023,9,9,5,3
2023-09-08,1647.81,1657.14,1617.8,1636.14,0,2023,9,8,4,3
2023-09-07,1632.26,1657.3,1623.22,1647.6,0,2023,9,7,3,3
2023-09-06,1633.91,1656.93,1611.15,1632.25,0,2023,9,6,2,3
2023-09-05,1629.91,1645.95,1610.14,1633.63,0,2023,9,5,1,3
2023-09-04,1635.72,1642.65,1618.52,1629.66,0,2023,9,4,0,3
2023-09-03,1637.04,1645.65,1626.09,1636.12,0,2023,9,3,6,3
2023-09-02,1628.56,1644.03,1627.98,1637.03,0,2023,9,2,5,3
2023-09-01,1645.58,1653.53,1603.03,1628.49,0,2023,9,1,4,3
2023-08-31,1705.36,1720.01,1634.85,1645.64,0,2023,8,31,3,3
2023-08-30,1729.68,1730.56,1697.15,1705.11,0,2023,8,30,2,3
2023-08-29,1652.27,1742.64,1639.58,1729.73,0,2023,8,29,1,3
2023-08-28,1657.44,1659.33,1627.45,1652.46,0,2023,8,28,0,3
2023-08-27,1646.27,1659.27,1645.9,1657.51,0,2023,8,27,6,3
2023-08-26,1652.93,1654.78,1643.71,1646.31,0,2023,8,26,5,3
2023-08-25,1660.27,1671.97,1635.97,1652.94,0,2023,8,25,4,3
2023-08-24,1679.25,1682.49,1641.63,1659.94,0,2023,8,24,3,3
2023-08-23,1634.4,1696.59,1629.58,1679.27,0,2023,8,23,2,3
2023-08-22,1667.28,1668.64,1596.38,1633.89,0,2023,8,22,1,3
2023-08-21,1685.02,1685.08,1651.96,1667.27,0,2023,8,21,0,3
2023-08-20,1669.59,1692.33,1662.9,1684.85,0,2023,8,20,6,3
2023-08-19,1660.84,1693.23,1654.08,1669.47,0,2023,8,19,5,3
2023-08-18,1682.04,1698.12,1644.93,1660.95,0,2023,8,18,4,3
2023-08-17,1805.57,1807.71,1551.71,1684.93,0,2023,8,17,3,3
2023-08-16,1827.04,1829.36,1798.97,1805.66,0,2023,8,16,2,3
2023-08-15,1844.16,1845.55,1816.33,1826.93,0,2023,8,15,1,3
2023-08-14,1839.32,1853.84,1834.8,1844.19,0,2023,8,14,0,3
2023-08-13,1849.05,1859.92,1834.8,1839.28,0,2023,8,13,6,3
2023-08-12,1847.17,1852.28,1845.72,1848.89,0,2023,8,12,5,3
2023-08-11,1850.74,1855.07,1839.57,1847.12,0,2023,8,11,4,3
2023-08-10,1854.35,1863.31,1845.44,1850.75,0,2023,8,10,3,3
2023-08-09,1855.78,1869.74,1845.49,1854.3,0,2023,8,9,2,3
2023-08-08,1826.93,1873.85,1824.43,1855.81,0,2023,8,8,1,3
2023-08-07,1827.24,1842.52,1804.72,1826.94,0,2023,8,7,0,3
2023-08-06,1834.85,1836.25,1824.99,1827.46,0,2023,8,6,6,3
2023-08-05,1827.8,1836.46,1824.81,1834.99,0,2023,8,5,5,3
2023-08-04,1834.89,1847.91,1817.41,1827.71,0,2023,8,4,4,3
2023-08-03,1838.9,1856.41,1825.35,1835.14,0,2023,8,3,3,3
2023-08-02,1873.47,1877.51,1822.35,1839.09,0,2023,8,2,2,3
2023-08-01,1856.19,1873.03,1817.92,1871.79,0,2023,8,1,1,3
2023-07-31,1861.76,1875.63,1851.92,1856.16,0,2023,7,31,0,3
2023-07-30,1880.87,1884.14,1851.73,1861.64,0,2023,7,30,6,3
2023-07-29,1874.56,1885.53,1870.33,1881.07,0,2023,7,29,5,3
2023-07-28,1860.7,1881.46,1857.05,1874.74,0,2023,7,28,4,3
2023-07-27,1872.09,1885.59,1855.32,1860.36,0,2023,7,27,3,3
2023-07-26,1857.7,1886.97,1849.44,1872.16,0,2023,7,26,2,3
2023-07-25,1850.03,1867.32,1845.98,1857.74,0,2023,7,25,1,3
2023-07-24,1888.81,1889.76,1836.85,1850.0,0,2023,7,24,0,3
2023-07-23,1866.09,1904.48,1859.57,1889.19,0,2023,7,23,6,3
2023-07-22,1891.96,1897.09,1855.09,1864.91,0,2023,7,22,5,3
2023-07-21,1891.58,1905.39,1885.3,1892.08,0,2023,7,21,4,3
2023-07-20,1889.07,1919.26,1879.73,1890.97,0,2023,7,20,3,3
2023-07-19,1897.8,1919.26,1883.07,1889.01,0,2023,7,19,2,3
2023-07-18,1911.7,1916.47,1878.72,1897.6,0,2023,7,18,1,3
2023-07-17,1923.69,1936.18,1875.12,1911.65,0,2023,7,17,0,3
2023-07-16,1931.65,1942.03,1917.29,1923.68,0,2023,7,16,6,3
2023-07-15,1939.13,1946.02,1928.19,1931.47,0,2023,7,15,5,3
2023-07-14,2005.69,2026.2,1901.36,1939.35,0,2023,7,14,4,3
2023-07-13,1872.04,2011.89,1864.5,2006.51,0,2023,7,13,3,3
2023-07-12,1878.32,1901.15,1865.71,1872.11,0,2023,7,12,2,3
2023-07-11,1880.65,1889.38,1863.22,1878.34,0,2023,7,11,1,3
2023-07-10,1863.24,1905.46,1848.78,1880.56,0,2023,7,10,0,3
2023-07-09,1865.59,1878.67,1857.75,1863.01,0,2023,7,9,6,3
2023-07-08,1871.0,1872.5,1844.64,1865.54,0,2023,7,8,5,3
2023-07-07,1847.51,1876.96,1832.03,1870.6,0,2023,7,7,4,3
2023-07-06,1910.42,1956.01,1847.85,1848.64,0,2023,7,6,3,3
2023-07-05,1936.8,1942.43,1897.12,1910.59,0,2023,7,5,2,3
2023-07-04,1955.52,1966.37,1932.61,1936.63,0,2023,7,4,1,3
2023-07-03,1937.88,1974.78,1934.69,1955.39,0,2023,7,3,0,3
2023-07-02,1924.45,1958.16,1895.91,1937.44,0,2023,7,2,6,3
2023-07-01,1933.32,1942.7,1910.85,1924.57,0,2023,7,1,5,3
2023-06-30,1852.01,1945.27,1831.28,1933.19,0,2023,6,30,4,2
2023-06-29,1828.06,1876.53,1828.06,1852.23,0,2023,6,29,3,2
2023-06-28,1889.91,1890.21,1822.1,1827.97,0,2023,6,28,2,2
2023-06-27,1859.35,1911.31,1856.84,1889.7,0,2023,6,27,1,2
2023-06-26,1900.05,1905.36,1840.22,1859.43,0,2023,6,26,0,2
